Country,Resource,Stocks and flows,CLASSE,Year,Unit,PowerCode,Value
Netherlands,Natural gas,Discoveries,AB,2000,Cubic metres,Billions,25.0
Netherlands,Natural gas,Opening stock,AB,2018,Cubic metres,Billions,836.0
Netherlands,Natural gas,Opening stock,AB,2017,Cubic metres,Billions,882.0
Netherlands,Natural gas,Opening stock,AB,2016,Cubic metres,Billions,940.0
Netherlands,Natural gas,Opening stock,AB,2015,Cubic metres,Billions,932.0
Netherlands,Natural gas,Opening stock,AB,2014,Cubic metres,Billions,1044.0
Netherlands,Natural gas,Opening stock,AB,2013,Cubic metres,Billions,1130.0
Netherlands,Natural gas,Opening stock,AB,2012,Cubic metres,Billions,1230.0
Netherlands,Natural gas,Opening stock,AB,2011,Cubic metres,Billions,1304.0
Netherlands,Natural gas,Opening stock,AB,2010,Cubic metres,Billions,1390.0
Netherlands,Natural gas,Discoveries,AB,2002,Cubic metres,Billions,23.4
Netherlands,Natural gas,Total reductions in stock,AB,2000,Cubic metres,Billions,84.768
Netherlands,Natural gas,Total reductions in stock,AB,2001,Cubic metres,Billions,77.236
Netherlands,Natural gas,Total reductions in stock,AB,2002,Cubic metres,Billions,71.315
Netherlands,Natural gas,Extractions,AB,2000,Cubic metres,Billions,67.768
Canada,Natural gas,Extractions,A,2007,Cubic metres,Billions,167.2
Netherlands,Natural gas,Total additions to stock,AB,2016,Cubic metres,Billions,49.0
Netherlands,Natural gas,Total additions to stock,AB,2015,Cubic metres,Billions,61.3
Netherlands,Natural gas,Total additions to stock,AB,2014,Cubic metres,Billions,1.7
Netherlands,Natural gas,Extractions,AB,2007,Cubic metres,Billions,68.283
Netherlands,Natural gas,Downward reappraisals,AB,2002,Cubic metres,Billions,0.1
Netherlands,Natural gas,Downward reappraisals,AB,2003,Cubic metres,Billions,19.0
Netherlands,Natural gas,Downward reappraisals,AB,2005,Cubic metres,Billions,46.0
Netherlands,Natural gas,Total reductions in stock,AB,2018,Cubic metres,Billions,36.984
Netherlands,Natural gas,Total reductions in stock,AB,2017,Cubic metres,Billions,44.141
Netherlands,Natural gas,Total reductions in stock,AB,2016,Cubic metres,Billions,50.558
Netherlands,Natural gas,Total reductions in stock,AB,2015,Cubic metres,Billions,52.422
Netherlands,Natural gas,Total reductions in stock,AB,2014,Cubic metres,Billions,115.882
Netherlands,Natural gas,Total reductions in stock,AB,2013,Cubic metres,Billions,86.85
Netherlands,Natural gas,Total reductions in stock,AB,2012,Cubic metres,Billions,103.21
Netherlands,Natural gas,Total reductions in stock,AB,2011,Cubic metres,Billions,80.427
Netherlands,Natural gas,Total reductions in stock,AB,2010,Cubic metres,Billions,91.073
Netherlands,Natural gas,Total reductions in stock,AB,2009,Cubic metres,Billions,73.704
Netherlands,Natural gas,Total reductions in stock,AB,2008,Cubic metres,Billions,79.928
Netherlands,Natural gas,Total reductions in stock,AB,2007,Cubic metres,Billions,68.283
Netherlands,Natural gas,Total reductions in stock,AB,2006,Cubic metres,Billions,79.714
Netherlands,Natural gas,Total reductions in stock,AB,2005,Cubic metres,Billions,119.088
Netherlands,Natural gas,Total reductions in stock,AB,2004,Cubic metres,Billions,77.514
Netherlands,Natural gas,Total reductions in stock,AB,2003,Cubic metres,Billions,87.738
Netherlands,Natural gas,Opening stock,AB,2009,Cubic metres,Billions,1364.0
Netherlands,Natural gas,Opening stock,AB,2008,Cubic metres,Billions,1390.0
Netherlands,Natural gas,Total additions to stock,AB,2017,Cubic metres,Billions,47.0
Netherlands,Natural gas,Opening stock,AB,2006,Cubic metres,Billions,1510.0
Netherlands,Natural gas,Discoveries,AB,2015,Cubic metres,Billions,0.8
Netherlands,Natural gas,Discoveries,AB,2014,Cubic metres,Billions,1.7
Netherlands,Natural gas,Discoveries,AB,2013,Cubic metres,Billions,0.2
Netherlands,Natural gas,Discoveries,AB,2012,Cubic metres,Billions,3.5
Netherlands,Natural gas,Discoveries,AB,2011,Cubic metres,Billions,6.0
Netherlands,Natural gas,Discoveries,AB,2010,Cubic metres,Billions,5.2
Netherlands,Natural gas,Discoveries,AB,2008,Cubic metres,Billions,2.8
Netherlands,Natural gas,Closing stock,AB,2001,Cubic metres,Billions,1738.0
Netherlands,Natural gas,Closing stock,AB,2002,Cubic metres,Billions,1689.0
Netherlands,Natural gas,Closing stock,AB,2003,Cubic metres,Billions,1615.0
United Kingdom,Natural gas,Opening stock,BC,2005,Cubic metres,Billions,138.0
United Kingdom,Natural gas,Opening stock,BC,2004,Cubic metres,Billions,155.0
United Kingdom,Natural gas,Opening stock,BC,2003,Cubic metres,Billions,145.0
Canada,Natural gas,Total reductions in stock,A,2003,Cubic metres,Billions,166.7
Canada,Natural gas,Total reductions in stock,A,2002,Cubic metres,Billions,172.2
Canada,Natural gas,Total reductions in stock,A,2001,Cubic metres,Billions,171.4
Canada,Natural gas,Total reductions in stock,A,2000,Cubic metres,Billions,167.8
Canada,Natural gas,Extractions,A,2016,Cubic metres,Billions,159.8
Canada,Natural gas,Extractions,A,2015,Cubic metres,Billions,149.1
Canada,Natural gas,Extractions,A,2014,Cubic metres,Billions,147.1
Canada,Natural gas,Extractions,A,2013,Cubic metres,Billions,141.4
Canada,Natural gas,Extractions,A,2012,Cubic metres,Billions,141.3
Canada,Natural gas,Extractions,A,2011,Cubic metres,Billions,144.4
Netherlands,Natural gas,Opening stock,AB,2007,Cubic metres,Billions,1439.0
Canada,Natural gas,Extractions,A,2009,Cubic metres,Billions,147.5
Netherlands,Natural gas,Discoveries,AB,2016,Cubic metres,Billions,1.1
Netherlands,Natural gas,Discoveries,AB,2017,Cubic metres,Billions,5.2
Canada,Natural gas,Extractions,A,2010,Cubic metres,Billions,144.4
Netherlands,Natural gas,Upward reappraisals,AB,2007,Cubic metres,Billions,14.0
Netherlands,Natural gas,Upward reappraisals,AB,2004,Cubic metres,Billions,25.0
Netherlands,Natural gas,Opening stock,AB,2005,Cubic metres,Billions,1572.0
Netherlands,Natural gas,Opening stock,AB,2004,Cubic metres,Billions,1615.0
Netherlands,Natural gas,Opening stock,AB,2003,Cubic metres,Billions,1689.0
Netherlands,Natural gas,Opening stock,AB,2002,Cubic metres,Billions,1738.0
Netherlands,Natural gas,Opening stock,AB,2001,Cubic metres,Billions,1777.0
Netherlands,Natural gas,Opening stock,AB,2000,Cubic metres,Billions,1836.0
Netherlands,Natural gas,Discoveries,AB,2006,Cubic metres,Billions,9.0
Netherlands,Natural gas,Discoveries,AB,2007,Cubic metres,Billions,4.7
Netherlands,Natural gas,Discoveries,AB,2009,Cubic metres,Billions,3.1
Netherlands,Natural gas,Total additions to stock,AB,2009,Cubic metres,Billions,98.3
Netherlands,Natural gas,Total additions to stock,AB,2008,Cubic metres,Billions,54.9
Netherlands,Natural gas,Closing stock,AB,2000,Cubic metres,Billions,1777.0
Netherlands,Natural gas,Total additions to stock,AB,2006,Cubic metres,Billions,9.0
Netherlands,Natural gas,Total additions to stock,AB,2005,Cubic metres,Billions,15.0
Netherlands,Natural gas,Total additions to stock,AB,2004,Cubic metres,Billions,35.0
Netherlands,Natural gas,Total additions to stock,AB,2003,Cubic metres,Billions,13.0
Netherlands,Natural gas,Upward reappraisals,AB,2008,Cubic metres,Billions,52.1
Netherlands,Natural gas,Total additions to stock,AB,2002,Cubic metres,Billions,23.4
Netherlands,Natural gas,Total additions to stock,AB,2001,Cubic metres,Billions,39.0
Netherlands,Natural gas,Total additions to stock,AB,2000,Cubic metres,Billions,25.0
Netherlands,Natural gas,Upward reappraisals,AB,2017,Cubic metres,Billions,41.8
Netherlands,Natural gas,Upward reappraisals,AB,2016,Cubic metres,Billions,47.9
Netherlands,Natural gas,Upward reappraisals,AB,2015,Cubic metres,Billions,60.5
Netherlands,Natural gas,Total additions to stock,AB,2007,Cubic metres,Billions,18.7
Netherlands,Natural gas,Upward reappraisals,AB,2009,Cubic metres,Billions,95.2
Canada,Nickel,Closing stock,A,2003,Tonnes,Millions,4.303
Canada,Nickel,Closing stock,A,2002,Tonnes,Millions,4.92
Canada,Nickel,Closing stock,A,2001,Tonnes,Millions,4.335
Canada,Nickel,Total reductions in stock,A,2012,Tonnes,Millions,0.204
Canada,Nickel,Total reductions in stock,A,2016,Tonnes,Millions,0.23
Canada,Nickel,Total reductions in stock,A,2014,Tonnes,Millions,0.218
Canada,Nickel,Total reductions in stock,A,2003,Tonnes,Millions,0.156
Canada,Nickel,Total reductions in stock,A,2013,Tonnes,Millions,0.218
Canada,Nickel,Closing stock,A,2004,Tonnes,Millions,3.846
Canada,Nickel,Closing stock,A,2000,Tonnes,Millions,4.782
Canada,Nickel,Closing stock,A,2005,Tonnes,Millions,3.96
Canada,Nickel,Opening stock,A,2008,Tonnes,Millions,3.778
Canada,Nickel,Closing stock,A,2007,Tonnes,Millions,3.778
Canada,Nickel,Closing stock,A,2008,Tonnes,Millions,3.605
Canada,Nickel,Closing stock,A,2009,Tonnes,Millions,3.301
Canada,Nickel,Closing stock,A,2010,Tonnes,Millions,3.074
Canada,Nickel,Closing stock,A,2011,Tonnes,Millions,2.936
Canada,Nickel,Closing stock,A,2012,Tonnes,Millions,2.617
Canada,Nickel,Total reductions in stock,A,2002,Tonnes,Millions,0.18
Canada,Nickel,Total reductions in stock,A,2000,Tonnes,Millions,0.181
Canada,Nickel,Opening stock,A,2006,Tonnes,Millions,3.96
Canada,Nickel,Opening stock,A,2007,Tonnes,Millions,3.94
Australia,Nickel,Opening stock,AB,2006,Tonnes,Millions,23.55
Canada,Nickel,Closing stock,A,2006,Tonnes,Millions,3.94
Canada,Nickel,Total reductions in stock,A,2011,Tonnes,Millions,0.211
Australia,Nickel,Discrepancies,AB,2009,Tonnes,Millions,-1.65
Canada,Nickel,Total reductions in stock,A,2009,Tonnes,Millions,0.133
Canada,Nickel,Opening stock,A,2009,Tonnes,Millions,3.605
Australia,Nickel,Opening stock,AB,2005,Tonnes,Millions,23.0
Australia,Nickel,Opening stock,AB,2004,Tonnes,Millions,22.6
Australia,Nickel,Opening stock,AB,2003,Tonnes,Millions,22.3
Australia,Nickel,Opening stock,AB,2002,Tonnes,Millions,21.55
Australia,Nickel,Opening stock,AB,2001,Tonnes,Millions,18.15
Australia,Nickel,Opening stock,AB,2000,Tonnes,Millions,12.55
United States,Nickel,Opening stock,A,2000,Tonnes,Millions,0.043
United States,Nickel,Opening stock,A,2001,Tonnes,Millions,0.043
United States,Nickel,Opening stock,A,2013,Tonnes,Millions,0.007
United States,Nickel,Opening stock,A,2014,Tonnes,Millions,0.16
United States,Nickel,Opening stock,A,2015,Tonnes,Millions,0.16
United States,Nickel,Opening stock,A,2016,Tonnes,Millions,0.16
United States,Nickel,Opening stock,A,2017,Tonnes,Millions,0.16
Australia,Nickel,Discrepancies,AB,2008,Tonnes,Millions,0.4
Australia,Nickel,Opening stock,AB,2008,Tonnes,Millions,25.45
Australia,Nickel,Discrepancies,AB,2011,Tonnes,Millions,-1.45
Canada,Nickel,Total reductions in stock,A,2004,Tonnes,Millions,0.177
Canada,Nickel,Total reductions in stock,A,2005,Tonnes,Millions,0.193
Canada,Nickel,Total reductions in stock,A,2006,Tonnes,Millions,0.225
Canada,Nickel,Opening stock,A,2003,Tonnes,Millions,4.92
Australia,Nickel,Discrepancies,AB,2010,Tonnes,Millions,-2.1
Canada,Nickel,Opening stock,A,2005,Tonnes,Millions,3.846
Canada,Nickel,Total reductions in stock,A,2007,Tonnes,Millions,0.245
Canada,Nickel,Total reductions in stock,A,2008,Tonnes,Millions,0.246
Canada,Nickel,Total reductions in stock,A,2010,Tonnes,Millions,0.156
Canada,Nickel,Opening stock,A,2010,Tonnes,Millions,3.301
Canada,Nickel,Closing stock,A,2015,Tonnes,Millions,2.725
Canada,Nickel,Opening stock,A,2012,Tonnes,Millions,2.936
Australia,Nickel,Discrepancies,AB,2015,Tonnes,Millions,0.05
Australia,Nickel,Discrepancies,AB,2014,Tonnes,Millions,0.45
Australia,Nickel,Discrepancies,AB,2013,Tonnes,Millions,0.15
Canada,Nickel,Discrepancies,A,2016,Tonnes,Millions,0.109
Canada,Nickel,Discrepancies,A,2015,Tonnes,Millions,0.663
Canada,Nickel,Discrepancies,A,2014,Tonnes,Millions,-0.177
Canada,Nickel,Discrepancies,A,2013,Tonnes,Millions,0.283
Australia,Nickel,Discrepancies,AB,2012,Tonnes,Millions,-0.9
Australia,Nickel,Discrepancies,AB,2016,Tonnes,Millions,0.3
Canada,Nickel,Discrepancies,A,2011,Tonnes,Millions,0.073
Canada,Nickel,Closing stock,A,2016,Tonnes,Millions,2.604
Australia,Nickel,Discrepancies,AB,2017,Tonnes,Millions,0.8
Canada,Nickel,Discrepancies,A,2000,Tonnes,Millions,-0.02
Canada,Nickel,Discrepancies,A,2001,Tonnes,Millions,-0.263
Canada,Nickel,Discrepancies,A,2003,Tonnes,Millions,-0.461
Canada,Nickel,Discrepancies,A,2004,Tonnes,Millions,-0.28
Canada,Nickel,Discrepancies,A,2002,Tonnes,Millions,0.765
Canada,Nickel,Discrepancies,A,2006,Tonnes,Millions,0.205
Canada,Nickel,Discrepancies,A,2007,Tonnes,Millions,0.083
Canada,Nickel,Discrepancies,A,2008,Tonnes,Millions,0.073
Canada,Nickel,Discrepancies,A,2009,Tonnes,Millions,-0.171
Canada,Nickel,Discrepancies,A,2010,Tonnes,Millions,-0.071
Canada,Nickel,Discrepancies,A,2005,Tonnes,Millions,0.307
Australia,Nickel,Opening stock,AB,2007,Tonnes,Millions,24.3
Canada,Nickel,Discrepancies,A,2012,Tonnes,Millions,-0.115
Australia,Nickel,Discrepancies,AB,2018,Tonnes,Millions,0.8
Australia,Nickel,Discrepancies,AB,2019,Tonnes,Millions,0.4
Canada,Nickel,Closing stock,A,2014,Tonnes,Millions,2.287
Canada,Nickel,Opening stock,A,2013,Tonnes,Millions,2.617
Canada,Nickel,Opening stock,A,2014,Tonnes,Millions,2.682
Canada,Nickel,Opening stock,A,2015,Tonnes,Millions,2.287
Canada,Nickel,Opening stock,A,2016,Tonnes,Millions,2.725
Canada,Nickel,Extractions,A,2000,Tonnes,Millions,0.181
Canada,Nickel,Extractions,A,2001,Tonnes,Millions,0.184
Canada,Nickel,Total reductions in stock,A,2001,Tonnes,Millions,0.184
Canada,Nickel,Extractions,A,2002,Tonnes,Millions,0.18
Canada,Nickel,Extractions,A,2004,Tonnes,Millions,0.177
Canada,Nickel,Extractions,A,2005,Tonnes,Millions,0.193
Canada,Nickel,Extractions,A,2006,Tonnes,Millions,0.225
Canada,Nickel,Extractions,A,2007,Tonnes,Millions,0.245
Canada,Nickel,Extractions,A,2008,Tonnes,Millions,0.246
Canada,Nickel,Extractions,A,2009,Tonnes,Millions,0.133
Canada,Nickel,Extractions,A,2010,Tonnes,Millions,0.156
Canada,Nickel,Extractions,A,2011,Tonnes,Millions,0.211
Canada,Nickel,Extractions,A,2012,Tonnes,Millions,0.204
Canada,Nickel,Extractions,A,2013,Tonnes,Millions,0.218
Canada,Nickel,Extractions,A,2014,Tonnes,Millions,0.218
Canada,Nickel,Extractions,A,2015,Tonnes,Millions,0.225
Canada,Nickel,Extractions,A,2016,Tonnes,Millions,0.23
Canada,Nickel,Extractions,A,2003,Tonnes,Millions,0.156
Canada,Nickel,Closing stock,A,2013,Tonnes,Millions,2.682
Canada,Nickel,Opening stock,A,2004,Tonnes,Millions,4.303
Canada,Nickel,Opening stock,A,2002,Tonnes,Millions,4.335
Canada,Nickel,Opening stock,A,2011,Tonnes,Millions,3.074
Australia,Nickel,Opening stock,AB,2009,Tonnes,Millions,25.65
Canada,Nickel,Total reductions in stock,A,2015,Tonnes,Millions,0.225
Australia,Nickel,Opening stock,AB,2011,Tonnes,Millions,21.5
Australia,Nickel,Extractions,AB,2008,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2007,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2000,Tonnes,Millions,0.15
Australia,Nickel,Extractions,AB,2006,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2016,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2018,Tonnes,Millions,0.2
Australia,Nickel,Discrepancies,AB,2007,Tonnes,Millions,1.35
Australia,Nickel,Discrepancies,AB,2006,Tonnes,Millions,0.95
Australia,Nickel,Discrepancies,AB,2005,Tonnes,Millions,0.75
Australia,Nickel,Discrepancies,AB,2003,Tonnes,Millions,0.5
Australia,Nickel,Discrepancies,AB,2002,Tonnes,Millions,0.95
Australia,Nickel,Extractions,AB,2009,Tonnes,Millions,0.2
Australia,Nickel,Discrepancies,AB,2001,Tonnes,Millions,3.6
Australia,Nickel,Closing stock,AB,2019,Tonnes,Millions,20.3
Australia,Nickel,Closing stock,AB,2018,Tonnes,Millions,20.1
Australia,Nickel,Closing stock,AB,2017,Tonnes,Millions,19.5
Australia,Nickel,Closing stock,AB,2016,Tonnes,Millions,18.9
Australia,Nickel,Closing stock,AB,2015,Tonnes,Millions,18.8
Australia,Nickel,Closing stock,AB,2014,Tonnes,Millions,18.95
Australia,Nickel,Total reductions in stock,AB,2017,Tonnes,Millions,0.2
Australia,Nickel,Closing stock,AB,2013,Tonnes,Millions,18.7
Australia,Nickel,Closing stock,AB,2011,Tonnes,Millions,19.85
Australia,Nickel,Closing stock,AB,2010,Tonnes,Millions,21.5
Australia,Nickel,Closing stock,AB,2009,Tonnes,Millions,23.8
Australia,Nickel,Discrepancies,AB,2000,Tonnes,Millions,5.75
Australia,Nickel,Closing stock,AB,2008,Tonnes,Millions,25.65
Australia,Nickel,Extractions,AB,2010,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2012,Tonnes,Millions,0.2
Australia,Nickel,Opening stock,AB,2010,Tonnes,Millions,23.8
Australia,Nickel,Discrepancies,AB,2004,Tonnes,Millions,0.6
Canada,Nickel,Opening stock,A,2001,Tonnes,Millions,4.782
Australia,Nickel,Total reductions in stock,AB,2014,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2013,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2012,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2011,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2010,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2009,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2008,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2007,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2011,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2006,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2004,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2003,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2002,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2015,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2001,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2019,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2018,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2017,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2016,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2015,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2013,Tonnes,Millions,0.2
Australia,Nickel,Total reductions in stock,AB,2005,Tonnes,Millions,0.2
Australia,Nickel,Closing stock,AB,2007,Tonnes,Millions,25.45
Australia,Nickel,Extractions,AB,2014,Tonnes,Millions,0.2
Australia,Nickel,Closing stock,AB,2005,Tonnes,Millions,23.55
United States,Nickel,Discrepancies,A,2000,Tonnes,Millions,0.0
United States,Nickel,Discrepancies,A,2013,Tonnes,Millions,0.153
United States,Nickel,Discrepancies,A,2014,Tonnes,Millions,0.004
United States,Nickel,Discrepancies,A,2015,Tonnes,Millions,0.027
United States,Nickel,Discrepancies,A,2016,Tonnes,Millions,0.024
United States,Nickel,Discrepancies,A,2017,Tonnes,Millions,-0.008
United States,Nickel,Discrepancies,A,2018,Tonnes,Millions,-0.002
United States,Nickel,Discrepancies,A,2019,Tonnes,Millions,0.014
Canada,Nickel,Opening stock,A,2000,Tonnes,Millions,4.983
United States,Nickel,Closing stock,A,2015,Tonnes,Millions,0.16
United States,Nickel,Extractions,A,2014,Tonnes,Millions,0.004
United States,Nickel,Closing stock,A,2019,Tonnes,Millions,0.11
United States,Nickel,Opening stock,A,2018,Tonnes,Millions,0.13
Australia,Nickel,Extractions,AB,2001,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2000,Tonnes,Millions,0.15
Australia,Nickel,Opening stock,AB,2019,Tonnes,Millions,20.1
Australia,Nickel,Opening stock,AB,2018,Tonnes,Millions,19.5
Australia,Nickel,Opening stock,AB,2017,Tonnes,Millions,18.9
Australia,Nickel,Opening stock,AB,2016,Tonnes,Millions,18.8
Australia,Nickel,Opening stock,AB,2015,Tonnes,Millions,18.95
Australia,Nickel,Opening stock,AB,2014,Tonnes,Millions,18.7
Australia,Nickel,Opening stock,AB,2013,Tonnes,Millions,18.75
Australia,Nickel,Closing stock,AB,2006,Tonnes,Millions,24.3
Australia,Nickel,Opening stock,AB,2012,Tonnes,Millions,19.85
Australia,Nickel,Extractions,AB,2002,Tonnes,Millions,0.2
United States,Nickel,Closing stock,A,2018,Tonnes,Millions,0.11
United States,Nickel,Opening stock,A,2019,Tonnes,Millions,0.11
United States,Nickel,Closing stock,A,2016,Tonnes,Millions,0.16
Australia,Nickel,Closing stock,AB,2003,Tonnes,Millions,22.6
United States,Nickel,Closing stock,A,2017,Tonnes,Millions,0.13
Australia,Nickel,Closing stock,AB,2002,Tonnes,Millions,22.3
Australia,Nickel,Closing stock,AB,2001,Tonnes,Millions,21.55
Australia,Nickel,Closing stock,AB,2000,Tonnes,Millions,18.15
Australia,Nickel,Total reductions in stock,AB,2019,Tonnes,Millions,0.2
Australia,Nickel,Closing stock,AB,2012,Tonnes,Millions,18.75
Australia,Nickel,Closing stock,AB,2004,Tonnes,Millions,23.0
Australia,Nickel,Extractions,AB,2004,Tonnes,Millions,0.2
Australia,Nickel,Extractions,AB,2003,Tonnes,Millions,0.2
United States,Nickel,Extractions,A,2016,Tonnes,Millions,0.024
United States,Nickel,Extractions,A,2017,Tonnes,Millions,0.022
United States,Nickel,Extractions,A,2018,Tonnes,Millions,0.018
Australia,Nickel,Extractions,AB,2005,Tonnes,Millions,0.2
United States,Nickel,Extractions,A,2019,Tonnes,Millions,0.014
United States,Nickel,Extractions,A,2015,Tonnes,Millions,0.027
United States,Nickel,Closing stock,A,2013,Tonnes,Millions,0.16
United States,Nickel,Closing stock,A,2014,Tonnes,Millions,0.16
United States,Nickel,Closing stock,A,2000,Tonnes,Millions,0.043
United States,Nickel,Total reductions in stock,A,2019,Tonnes,Millions,0.014
United States,Nickel,Closing stock,A,2012,Tonnes,Millions,0.007
United States,Nickel,Total reductions in stock,A,2017,Tonnes,Millions,0.022
United States,Nickel,Total reductions in stock,A,2016,Tonnes,Millions,0.024
United States,Nickel,Total reductions in stock,A,2015,Tonnes,Millions,0.027
United States,Nickel,Total reductions in stock,A,2014,Tonnes,Millions,0.004
United States,Nickel,Total reductions in stock,A,2018,Tonnes,Millions,0.018
Australia,Silver,Extractions,AB,2019,Tonnes,Thousands,0.9
Australia,Silver,Total reductions in stock,AB,2000,Tonnes,Thousands,1.95
Australia,Silver,Total reductions in stock,AB,2001,Tonnes,Thousands,2.05
Australia,Silver,Total reductions in stock,AB,2002,Tonnes,Thousands,2.0
Australia,Silver,Total reductions in stock,AB,2003,Tonnes,Thousands,2.0
Australia,Silver,Total reductions in stock,AB,2004,Tonnes,Thousands,2.25
Australia,Silver,Total reductions in stock,AB,2008,Tonnes,Thousands,1.75
Australia,Silver,Total reductions in stock,AB,2006,Tonnes,Thousands,1.8
Australia,Silver,Total reductions in stock,AB,2007,Tonnes,Thousands,1.9
Australia,Silver,Extractions,AB,2005,Tonnes,Thousands,2.05
Australia,Silver,Extractions,AB,2007,Tonnes,Thousands,1.9
Australia,Silver,Total reductions in stock,AB,2010,Tonnes,Thousands,1.8
Australia,Silver,Total reductions in stock,AB,2005,Tonnes,Thousands,2.05
Australia,Silver,Extractions,AB,2018,Tonnes,Thousands,0.95
United States,Silver,Opening stock,A,2003,Tonnes,Thousands,25.0
Australia,Silver,Extractions,AB,2016,Tonnes,Thousands,1.25
Australia,Silver,Extractions,AB,2015,Tonnes,Thousands,1.4
Australia,Silver,Extractions,AB,2014,Tonnes,Thousands,1.6
Australia,Silver,Extractions,AB,2013,Tonnes,Thousands,1.8
Australia,Silver,Extractions,AB,2012,Tonnes,Thousands,1.8
Australia,Silver,Extractions,AB,2011,Tonnes,Thousands,1.75
Australia,Silver,Extractions,AB,2010,Tonnes,Thousands,1.8
Australia,Silver,Extractions,AB,2009,Tonnes,Thousands,1.75
Australia,Silver,Extractions,AB,2008,Tonnes,Thousands,1.75
Australia,Silver,Extractions,AB,2006,Tonnes,Thousands,1.8
Australia,Silver,Discrepancies,AB,2019,Tonnes,Thousands,1.5
United States,Silver,Opening stock,A,2001,Tonnes,Thousands,33.0
Australia,Silver,Extractions,AB,2004,Tonnes,Thousands,2.25
Canada,Silver,Total reductions in stock,A,2015,Tonnes,Thousands,0.371
Australia,Silver,Extractions,AB,2017,Tonnes,Thousands,1.05
Australia,Silver,Opening stock,AB,2002,Tonnes,Thousands,38.8
Australia,Silver,Discrepancies,AB,2002,Tonnes,Thousands,4.4
Australia,Silver,Opening stock,AB,2004,Tonnes,Thousands,41.9
Canada,Silver,Total reductions in stock,A,2014,Tonnes,Thousands,0.472
Australia,Silver,Closing stock,AB,2017,Tonnes,Thousands,90.3
Australia,Silver,Closing stock,AB,2018,Tonnes,Thousands,91.4
Australia,Silver,Closing stock,AB,2019,Tonnes,Thousands,92.0
Australia,Silver,Discrepancies,AB,2000,Tonnes,Thousands,2.4
Australia,Silver,Discrepancies,AB,2001,Tonnes,Thousands,6.6
Australia,Silver,Discrepancies,AB,2003,Tonnes,Thousands,2.7
Australia,Silver,Discrepancies,AB,2004,Tonnes,Thousands,2.8
Australia,Silver,Discrepancies,AB,2006,Tonnes,Thousands,4.4
Australia,Silver,Opening stock,AB,2000,Tonnes,Thousands,33.8
Australia,Silver,Total reductions in stock,AB,2011,Tonnes,Thousands,1.75
Australia,Silver,Total reductions in stock,AB,2009,Tonnes,Thousands,1.75
Australia,Silver,Extractions,AB,2003,Tonnes,Thousands,2.0
Australia,Silver,Extractions,AB,2002,Tonnes,Thousands,2.0
Australia,Silver,Opening stock,AB,2003,Tonnes,Thousands,41.2
Australia,Silver,Extractions,AB,2001,Tonnes,Thousands,2.05
Australia,Silver,Opening stock,AB,2019,Tonnes,Thousands,91.4
Australia,Silver,Opening stock,AB,2018,Tonnes,Thousands,90.3
Australia,Silver,Opening stock,AB,2017,Tonnes,Thousands,89.4
Australia,Silver,Opening stock,AB,2016,Tonnes,Thousands,87.95
Australia,Silver,Opening stock,AB,2015,Tonnes,Thousands,86.05
Australia,Silver,Opening stock,AB,2014,Tonnes,Thousands,85.2
Australia,Silver,Opening stock,AB,2013,Tonnes,Thousands,86.15
Australia,Silver,Opening stock,AB,2012,Tonnes,Thousands,85.1
Australia,Silver,Opening stock,AB,2011,Tonnes,Thousands,78.45
Australia,Silver,Opening stock,AB,2010,Tonnes,Thousands,69.85
Australia,Silver,Opening stock,AB,2009,Tonnes,Thousands,60.85
Australia,Silver,Opening stock,AB,2008,Tonnes,Thousands,51.85
Australia,Silver,Opening stock,AB,2006,Tonnes,Thousands,43.75
Australia,Silver,Opening stock,AB,2005,Tonnes,Thousands,42.45
